Account Number,Card Number,Open to Buy,Credit Limit,Transaction Amount,Transaction Time,Transaction Date,Transaction Type,Currency Code,Merchant Category Code,Merchant Number,Transaction Country,Transaction City,Approval Code,Fraud Label
96665789,9.68918E+15,20598.82738,64058.83504,595.212854,14:18:00,2/29/2024,Online Payment,INR,4597,ZTEPYOIIAHYR,IN,Chennai,CFC3IX,Not Fraud
5893877636,2.3952E+15,15762.22546,148925.2678,7289.950474,4:55:38,3/4/2023,Refund,INR,4309,GEKSTQW0NQTQ,IN,Ahmedabad,IQC7XT,Fraud
8942204293,3.13279E+14,63201.86668,146039.9194,1562.723525,2:32:00,6/2/2024,Refund,INR,5972,90E2BJI9ZYV0,IN,Pune,FYXCTX,Not Fraud
9477744455,2.73964E+14,17391.87184,131176.0067,5241.92431,17:43:45,8/21/2024,Purchase,INR,4231,6XVVNJ4G418J,IN,Chennai,TTAUPG,Not Fraud
8809394980,9.97474E+15,78172.56339,106754.302,7772.669097,20:54:23,6/5/2024,Purchase,INR,4523,3TNOZUSV0POF,IN,Delhi,HWY1XM,Not Fraud
8061272741,5.5822E+15,82460.03922,58776.34657,1968.880337,2:12:13,9/17/2024,Refund,INR,5549,KFK7D97MX7D4,IN,Chennai,BVYV39,Not Fraud
2370865241,1.09005E+15,19493.34825,138757.6541,8111.462534,4:24:12,2/8/2024,Cash Withdrawal,INR,4463,U41LFVCI39TW,IN,Kolkata,RAXW5L,Not Fraud
4998106210,8.30271E+15,43085.39872,108675.0439,5701.419142,5:36:28,3/6/2023,Cash Withdrawal,INR,5822,YZQAHYL83GZO,IN,Delhi,UHRPR5,Not Fraud
6023241814,5.12308E+15,26739.75482,185784.8801,1185.432412,0:22:58,5/28/2024,Refund,INR,4828,MNQTL7BDJ6XJ,IN,Pune,GUUDWJ,Not Fraud
5138358563,3.78787E+15,29259.7044,69854.62907,2264.947074,8:33:40,6/15/2024,Cash Withdrawal,INR,5042,F6MGMKNHYIK2,IN,Hyderabad,E7NQME,Not Fraud
8486913035,7.37302E+15,77824.61254,78014.19017,6716.741098,5:07:16,7/30/2024,Purchase,INR,5630,RV3TY80V1YNS,IN,Kolkata,557XJI,Not Fraud
3970273053,3.09405E+15,15638.05567,165909.0689,5940.674139,10:09:23,2/10/2023,Online Payment,INR,5264,CFRTGXTYGS45,IN,Mumbai,0GFFVP,Not Fraud
2915484385,1.80943E+15,45878.23972,96258.02825,4650.961854,19:50:45,2/13/2023,Purchase,INR,4858,DE9PLB4A82OL,IN,Pune,S5X51N,Not Fraud
1769554178,3.99184E+15,22802.64663,186099.6618,6936.683007,16:40:59,1/1/2023,Refund,INR,5847,H4G3ISSE1B64,IN,Hyderabad,42OY9M,Not Fraud
9162776652,4.38734E+15,70467.23831,176835.7727,5822.887024,14:35:50,1/1/2024,Refund,INR,5690,AK7LS37L0HP2,IN,Kolkata,7NPOFW,Not Fraud
3892344724,4.04256E+15,26098.21773,65875.21563,3545.872492,8:01:27,11/2/2024,Cash Withdrawal,INR,4671,SKG88B6U7K6O,IN,Bangalore,OWYXZV,Not Fraud
2196683975,5.88365E+15,79137.69235,179650.6541,2693.173779,19:16:03,10/26/2024,Purchase,INR,4781,AR396SPNKTXW,IN,Kolkata,3KMRO4,Not Fraud
8888462744,1.37342E+14,23568.68967,112986.078,8493.006189,16:00:37,5/8/2023,Online Payment,INR,5868,M4TPTOMVVZ9Z,IN,Chennai,KX2YWM,Not Fraud
5142343237,3.77434E+15,70349.31493,188054.8892,9095.168806,16:56:24,3/1/2023,Refund,INR,5213,A94KOLT0DCDB,IN,Mumbai,1YZPLY,Not Fraud
6255514674,5.58476E+15,26908.85821,98180.5471,877.7219791,22:10:05,3/15/2023,Cash Withdrawal,INR,5076,9FU1MUTVVU54,IN,Delhi,PZZOHI,Fraud
9654189787,2.19775E+15,75351.53411,160614.0229,1823.811689,17:17:34,7/4/2024,Purchase,INR,5045,5YG3GLIH175Z,IN,Kolkata,IML4WZ,Not Fraud
6179519546,6.67667E+15,81896.01578,150235.4507,5943.840359,15:46:56,6/9/2024,Online Payment,INR,5394,39YNTM140AS5,IN,Pune,MYUU1K,Not Fraud
1943605868,8.29695E+15,67737.4211,110066.961,3539.097483,8:44:25,11/28/2024,Purchase,INR,4629,9Q6TH9KSO3WJ,IN,Pune,4Z4JNK,Not Fraud
7722700631,1.78688E+15,42185.94203,83338.2543,2292.775865,11:29:10,6/12/2023,Refund,INR,5461,KTT5H6UUH5IY,IN,Chennai,CEVGNK,Not Fraud
8839318692,4.892E+15,91401.59149,170656.0874,6672.970025,22:01:54,3/6/2023,Cash Withdrawal,INR,4800,6FF71KUDGWDO,IN,Kolkata,V2QU32,Not Fraud
1189443663,6.89043E+15,69786.56726,191148.8951,6722.231791,22:13:04,1/26/2023,Purchase,INR,4282,JZMQKL6ZSI81,IN,Mumbai,06FT43,Fraud
9995345853,2.7346E+15,12325.59067,184224.2774,2501.745823,10:36:25,6/20/2023,Refund,INR,4669,84WF0CNP652B,IN,Ahmedabad,NCS2HP,Not Fraud
2041186256,1.59412E+15,88008.33532,92045.38891,6170.580521,18:19:38,7/14/2024,Refund,INR,4351,PVMKB49GRBR9,IN,Hyderabad,8CN8L0,Not Fraud
8098412252,9.64538E+15,51386.46508,79788.31895,9392.153832,20:51:12,12/25/2023,Cash Withdrawal,INR,4289,G4BVZVRCG0P7,IN,Pune,3MKWO1,Fraud
4473539501,2.94769E+15,31656.51171,57241.74369,9487.900991,19:21:11,8/12/2023,Purchase,INR,5051,U2VLOESZFI19,IN,Delhi,0CFJMJ,Not Fraud
4392879278,8.11093E+15,27083.05742,71939.23965,6359.163091,18:30:25,12/27/2024,Refund,INR,4651,STTOVQJXH6HP,IN,Hyderabad,BBUPIH,Not Fraud
3089547690,8.24057E+15,50208.90096,102782.4464,9666.173497,22:14:07,3/21/2023,Online Payment,INR,4945,S6K3MXZMN0IB,IN,Bangalore,MU2G77,Fraud
1283591061,7.83616E+15,11619.28226,63283.81036,953.1925677,9:06:39,7/7/2024,Purchase,INR,4251,ANB7JUA760KU,IN,Pune,3EZ3MG,Not Fraud
6902671713,8.19176E+15,23090.35456,94715.35906,9340.51719,2:33:59,7/28/2024,Refund,INR,4302,A11P9YVAVZ1Y,IN,Delhi,1QLE2N,Not Fraud
9568342677,2.76798E+15,89619.29389,138309.426,943.4250074,12:27:23,10/22/2024,Online Payment,INR,4802,HL3C4VOWLMKJ,IN,Pune,7FWCG0,Not Fraud
9092036254,3.83515E+15,38179.99435,182585.2891,6129.702904,14:54:28,5/7/2024,Refund,INR,5365,KQTQERP55LYW,IN,Delhi,36IYHL,Not Fraud
9178534975,6.93018E+15,48631.73864,110882.3572,9553.424526,19:29:36,4/12/2023,Cash Withdrawal,INR,5736,PQ5QKCETAGYM,IN,Pune,W181TM,Not Fraud
1290731325,5.36435E+15,81901.89852,120140.8899,7217.239157,9:47:09,6/5/2023,Purchase,INR,4639,28CPC9H12X6Y,IN,Hyderabad,C3WHBW,Not Fraud
2274538709,4.38648E+15,36535.76261,85635.79169,1496.158145,5:13:39,11/12/2023,Purchase,INR,4581,CCP1MWGNLV2D,IN,Pune,PQM9J5,Not Fraud
6022356386,3.08235E+15,82004.71994,82847.69343,561.0719851,17:30:27,10/20/2023,Cash Withdrawal,INR,4775,J4MUX3B8DBLA,IN,Delhi,6HVFYO,Not Fraud
5818404753,1.24179E+14,94702.8266,105923.8288,9552.70343,18:50:45,8/21/2023,Refund,INR,5319,G4VIGDNND323,IN,Hyderabad,WURDD1,Not Fraud
8610462642,9.26619E+14,57713.70941,51516.75851,3585.333314,1:43:35,8/11/2023,Purchase,INR,4011,QYT22IB0B5LF,IN,Delhi,UXXUOC,Not Fraud
9397720556,4.45204E+15,48364.24024,166679.037,8015.977708,20:36:01,9/8/2023,Cash Withdrawal,INR,4900,2GS6O9LTWDR6,IN,Chennai,IMQ7RC,Not Fraud
9477702263,5.21459E+15,38102.98513,127130.4307,8041.658836,16:17:55,5/15/2024,Purchase,INR,4679,IQ2OH3L83202,IN,Kolkata,AAKHVL,Not Fraud
8747734825,4.42398E+15,26060.92721,77817.28914,940.3157409,2:40:28,7/15/2023,Purchase,INR,4824,REGF9CXAYAVG,IN,Chennai,ONSZWO,Not Fraud
9137353803,3.26043E+15,30431.17234,155992.3515,4758.759973,11:16:00,7/6/2023,Refund,INR,5562,REOI5KCJUE3V,IN,Pune,WPWFBQ,Not Fraud
8730880737,7.48557E+15,25890.26384,80137.05013,4714.349486,21:01:44,3/5/2024,Cash Withdrawal,INR,5073,LVTVZ4TOALDE,IN,Bangalore,M8DVSD,Not Fraud
6586253713,1.2442E+15,79254.68644,111667.3601,1397.335019,7:10:38,1/28/2023,Refund,INR,5238,H8Z6T7K77UI8,IN,Chennai,XJ11KG,Not Fraud
927888096,5.6206E+15,26659.29414,115369.5562,2648.36995,10:41:39,6/19/2023,Online Payment,INR,5694,L9QASIBO7S06,IN,Bangalore,EA58S3,Not Fraud
2362444408,9.0615E+15,33469.49901,188611.6789,615.1779745,20:59:36,12/6/2023,Purchase,INR,4849,GM6H1T0MMN37,IN,Hyderabad,9FP7RI,Not Fraud
2279025377,5.99741E+15,66272.67346,79819.18673,3093.304736,3:58:26,2/27/2023,Online Payment,INR,4598,NM46ZNGRXFA3,IN,Mumbai,64QAGM,Fraud
6091327404,7.34516E+15,27245.9997,199770.3019,507.4983528,14:45:15,6/29/2024,Refund,INR,4857,5BNWNY8ZZZZ1,IN,Hyderabad,AH063P,Not Fraud
6476151941,1.06519E+15,83819.36349,93939.29867,5439.047636,12:12:47,5/21/2023,Refund,INR,4567,ATRZHQDOQTCU,IN,Kolkata,28GBK1,Not Fraud
8689934847,1.8641E+15,22987.87395,105485.7276,1549.922871,12:20:39,5/7/2024,Cash Withdrawal,INR,5536,3O7TTWLIAL62,IN,Delhi,EPDLFC,Not Fraud
8118220709,7.81206E+15,33036.61041,137731.9053,1673.952594,7:07:32,11/24/2024,Purchase,INR,4467,GMI8YJEMF7W1,IN,Hyderabad,0BWAKZ,Not Fraud
512984518,6.4944E+15,66002.73386,84861.31938,5491.446811,7:09:38,4/20/2024,Online Payment,INR,4616,Q6UDOEQ6LE6H,IN,Chennai,9O58H6,Not Fraud
8081468495,8.32946E+15,22878.56706,71356.48464,5552.952365,4:57:27,5/3/2023,Cash Withdrawal,INR,4579,YMZS83ZH6KPD,IN,Pune,BMUOJY,Not Fraud
6864979316,9.60618E+15,16665.59992,83175.71933,2307.745818,11:39:51,10/27/2024,Online Payment,INR,5159,T7W3522GVSZ5,IN,Hyderabad,77WYWA,Fraud
8365153994,1.83547E+15,17114.56025,78158.63229,7453.364579,9:27:14,3/25/2023,Online Payment,INR,4559,0NVO0O5P36U1,IN,Pune,FLGZUG,Not Fraud
8179868027,1.78601E+15,62038.11076,129032.359,5690.581038,17:49:58,4/1/2023,Online Payment,INR,4271,0VNS5JYETC33,IN,Pune,X52YFD,Not Fraud
4916098476,5.58412E+15,27599.0324,183998.8709,7048.585976,5:47:11,8/8/2024,Purchase,INR,4316,6176OHMEBPAX,IN,Ahmedabad,461KGR,Not Fraud
2262654771,5.40384E+15,93479.88523,127627.2524,3549.10582,20:10:34,5/10/2024,Online Payment,INR,5778,HD3UO3YAR9AH,IN,Delhi,HFKN7G,Not Fraud
1396210020,9.31502E+15,14869.85813,171977.2375,5459.657648,21:04:48,10/5/2023,Refund,INR,4157,NH1N7X4HLFZA,IN,Hyderabad,XB1017,Not Fraud
7677379038,4.71448E+15,62454.60474,180781.0573,4251.152091,16:54:37,7/12/2023,Cash Withdrawal,INR,4717,0JWR48JW9HZA,IN,Kolkata,AJW6A0,Not Fraud
6404840604,2.78596E+15,81018.24217,185751.2316,5643.678488,20:56:41,7/10/2024,Online Payment,INR,5945,XXG22X3DVKFR,IN,Delhi,KEW16B,Not Fraud
5173427891,8.06877E+15,88535.31125,160160.6253,8127.05434,20:42:44,6/23/2024,Cash Withdrawal,INR,5560,91CIXIL8OKM4,IN,Delhi,ZNZPUP,Not Fraud
4048995213,6.87771E+15,78574.39271,55007.16756,4073.033575,13:46:42,6/22/2024,Online Payment,INR,5534,3LNCTXBPAZK0,IN,Ahmedabad,CXDK13,Not Fraud
7252035013,8.63028E+15,96833.41022,154168.1904,639.492632,7:31:36,7/24/2024,Online Payment,INR,4679,I6V2YD8QNGF3,IN,Mumbai,ZC5U0V,Fraud
7919961292,7.92269E+14,36577.46629,180149.758,3810.889037,9:50:12,5/17/2023,Online Payment,INR,4293,BAZN7VA0V6QA,IN,Pune,1DB679,Not Fraud
4512020349,2.37338E+14,14285.74213,185796.0283,9028.06925,6:12:21,11/26/2024,Purchase,INR,4129,J9NJUUX2R6C8,IN,Kolkata,GXM99V,Not Fraud
3195170147,9.90296E+15,89412.72168,55654.42229,8528.586705,8:45:03,5/9/2023,Online Payment,INR,4728,7TFCDXZBG3O2,IN,Chennai,IF5HS3,Not Fraud
6236914942,8.63915E+15,29807.21816,132688.8877,4641.424002,0:58:04,3/15/2024,Purchase,INR,4875,2WDNJNEY7P0W,IN,Delhi,QUPVGG,Not Fraud
1746728291,5.87971E+15,27257.18746,87678.33589,5684.518761,8:38:31,9/13/2023,Online Payment,INR,5018,45VODDF7X68I,IN,Bangalore,1ZYQ6P,Not Fraud
5157270245,2.3707E+15,76939.76554,102635.5077,2174.853348,14:00:57,8/24/2023,Refund,INR,5086,EHDNAPPKFC8M,IN,Ahmedabad,Z0D30H,Not Fraud
2370271283,7.23762E+15,78680.35577,50944.35253,8764.484797,6:49:22,8/4/2023,Online Payment,INR,4842,NFA5LQDHYOS9,IN,Mumbai,EBVCHP,Not Fraud
4204782761,4.76939E+15,24699.03782,184520.726,7425.618693,5:12:44,10/14/2023,Purchase,INR,4805,WC4HE3MNZ67J,IN,Ahmedabad,VZD9IV,Not Fraud
9295217491,5.40282E+15,96322.85808,141379.4272,2453.207341,3:24:20,10/27/2024,Purchase,INR,4224,FQ22R8FT6IZ6,IN,Kolkata,NQFMG2,Not Fraud
1837562163,3.65442E+14,99550.14075,87368.09354,6806.22604,7:11:00,7/26/2024,Purchase,INR,4493,XPO8BAVF3M64,IN,Kolkata,F8OSFT,Not Fraud
5995089818,4.64272E+14,19171.95967,181751.3548,3420.418456,1:56:26,1/9/2023,Refund,INR,5995,4TYJC974CBV4,IN,Pune,77A7DB,Not Fraud
7939825267,2.01612E+15,97314.5995,141659.3507,2384.033194,9:22:27,11/3/2023,Purchase,INR,4985,QNEZPRP4RGN8,IN,Pune,GYQW8M,Fraud
6288304645,7.50555E+15,65528.54553,170403.1725,2649.215016,16:56:01,8/30/2023,Purchase,INR,5375,AZMN1I65287C,IN,Pune,GUC4JZ,Not Fraud
6212012044,8.1629E+15,15292.50163,114526.3444,8885.180104,5:53:12,5/13/2023,Online Payment,INR,5905,YOOCMGIT9BBN,IN,Delhi,A36Y37,Not Fraud
2605290582,5.92775E+15,29903.18576,98667.25211,6070.357139,20:21:59,2/10/2024,Refund,INR,4712,DC8ID8SCZ53H,IN,Pune,TPQ4UM,Not Fraud
3974155590,9.5845E+15,34820.30996,152798.9085,2695.311565,15:09:15,10/24/2023,Refund,INR,5792,YV74KDRF5R9H,IN,Kolkata,9GPNE6,Not Fraud
9020975055,9.99707E+14,79096.03141,183251.0587,9737.16899,11:34:02,1/2/2023,Purchase,INR,4143,NF389WWJJD8R,IN,Delhi,K4SJ0Q,Not Fraud
3449646326,9.05368E+15,14872.05698,60510.28727,8012.445519,17:42:18,1/23/2023,Online Payment,INR,4174,QG092HDQTDEU,IN,Bangalore,WP31JV,Not Fraud
1224162648,3.89545E+14,13886.4224,115575.7576,8437.966871,13:14:16,2/20/2023,Purchase,INR,4482,LLF86UVHHSPO,IN,Chennai,V79O14,Not Fraud
5301905008,7.63761E+15,35046.58165,127527.0215,2134.417231,23:09:04,4/8/2023,Online Payment,INR,5066,3KQZ6YGPC8DL,IN,Delhi,M8CKXV,Not Fraud
1273697231,9.58715E+15,26897.0774,99301.53345,7918.429033,9:17:59,7/17/2023,Refund,INR,5438,LBKQ2HA0PBC0,IN,Mumbai,IK5Q8E,Not Fraud
4803639455,1.4635E+14,17692.93176,113872.5936,7462.426092,17:16:52,11/30/2024,Online Payment,INR,5233,KS9CD9NK7IFP,IN,Kolkata,X9ZCD1,Not Fraud
6389217206,7.81186E+15,73824.66219,85517.83525,9520.954461,23:36:01,6/21/2023,Cash Withdrawal,INR,5666,RMC8MWFKVE15,IN,Chennai,9P31MZ,Not Fraud
2027445333,7.11584E+15,23153.47319,61862.76891,1910.828928,13:33:37,3/13/2023,Online Payment,INR,5904,D1UVMBMUX9KC,IN,Delhi,31OV0G,Not Fraud
6090179422,7.51384E+15,12452.40303,131307.8273,622.8912274,3:50:29,3/16/2023,Purchase,INR,4234,DDUNVALBXPL6,IN,Delhi,USZH5J,Not Fraud
1029282257,2.66414E+15,24809.42168,56362.1619,2730.757056,4:28:16,1/27/2024,Online Payment,INR,4650,27UO5N965611,IN,Chennai,O25K9Z,Not Fraud
3140467472,5.90104E+15,96792.78569,199515.4686,3240.117559,20:53:36,9/27/2023,Cash Withdrawal,INR,5486,L9TDWSC6FXAW,IN,Hyderabad,0RQ1QN,Not Fraud
6200839636,3.78776E+15,89891.39285,171850.983,2687.401906,15:53:49,3/26/2023,Purchase,INR,4106,KUE30SBG3WD4,IN,Ahmedabad,27Z7W7,Not Fraud
6327070629,3.89816E+15,91886.14269,111972.9577,3868.95997,19:54:05,5/24/2023,Refund,INR,5587,01K2WXDFX61L,IN,Pune,IG2221,Not Fraud
7386709324,5.21742E+15,56348.50609,112045.4839,2553.021006,19:04:47,1/8/2024,Cash Withdrawal,INR,5650,JSKCFBFEV5A9,IN,Hyderabad,9VYGVS,Not Fraud
8383922793,1.46E+15,11759.68998,54952.39364,5187.314269,21:00:48,4/28/2023,Online Payment,INR,5918,VSVJDE66GFSJ,IN,Ahmedabad,5OLHH9,Fraud
6060031343,5.69559E+15,95195.46449,50593.49025,4209.863071,0:22:51,7/26/2023,Cash Withdrawal,INR,4398,0I45T4T5DWVH,IN,Mumbai,3RSYU5,Not Fraud
6356265120,4.68531E+15,27228.07197,174113.6676,8289.295182,19:03:28,11/20/2024,Purchase,INR,4309,OJ37RKAG7M7B,IN,Bangalore,CV4WP4,Not Fraud
790554651,6.90926E+15,85155.27756,176835.7453,4076.742338,21:22:09,2/29/2024,Cash Withdrawal,INR,5537,K89Z1J0KUBE4,IN,Ahmedabad,4OUWQK,Not Fraud
3756580087,1.33928E+15,66619.01543,127689.0501,6867.149354,6:11:02,8/29/2023,Purchase,INR,5252,MPEE6D087GB8,IN,Hyderabad,A6Y3AH,Not Fraud
5323786896,4.24815E+15,96826.03112,141668.8336,5303.395175,1:06:40,1/2/2024,Refund,INR,4757,GKZVJ0Z4Q0XF,IN,Bangalore,B5UYFD,Fraud
7618844821,2.58306E+15,40549.95121,130870.0043,5094.31893,3:02:36,12/26/2023,Refund,INR,4196,L3H99UA6V69B,IN,Mumbai,4DNAIX,Not Fraud
8767609355,4.82283E+15,31783.06662,157369.0581,5601.819637,18:09:19,11/9/2024,Cash Withdrawal,INR,4209,TF22L42FX7B7,IN,Chennai,ID1MSJ,Not Fraud
1128751608,7.52847E+15,29947.73976,190015.1472,3169.240454,19:09:10,4/14/2024,Purchase,INR,5992,YVM2DGUAC171,IN,Bangalore,YYWWAE,Not Fraud
520547212,4.62855E+15,59144.93371,85164.27584,9162.583604,13:08:55,3/11/2024,Cash Withdrawal,INR,4614,EE18QF1LGRK5,IN,Bangalore,5B33B7,Not Fraud
6247930864,2.98429E+15,99456.35503,78759.34165,3818.655648,1:38:17,4/1/2023,Refund,INR,5101,Y029GMSLS6TN,IN,Bangalore,FHXHAQ,Not Fraud
2050187689,6.74366E+15,63497.96337,62155.48963,4267.244004,16:43:53,5/12/2024,Cash Withdrawal,INR,5395,UWTO8SLTSCJP,IN,Hyderabad,4E0V4O,Not Fraud
2252161424,3.39856E+15,31660.64984,103055.7411,5419.944712,0:44:32,3/3/2023,Purchase,INR,5055,68UN2XV6XLZG,IN,Bangalore,YG4J8H,Not Fraud
1157954518,3.17089E+15,28467.18481,82767.60767,8372.487339,11:23:51,11/17/2023,Cash Withdrawal,INR,5905,WBEFGXGVAVIV,IN,Chennai,3YCG8T,Not Fraud
2949547953,1.91829E+15,35321.77096,160424.145,3249.722567,1:28:24,3/5/2023,Refund,INR,5211,ZP1441D0JDNR,IN,Pune,Y2GTMI,Not Fraud
1667293256,8.10846E+15,72248.6202,172087.0678,7937.311894,21:04:45,9/20/2023,Refund,INR,4773,CMXGR8B8DZMW,IN,Chennai,3SS7I3,Not Fraud
2053827143,9.37943E+15,22627.10134,156181.3933,4545.707918,18:37:16,3/26/2024,Cash Withdrawal,INR,4874,GR6QPF2FWIKZ,IN,Bangalore,X8XH0D,Fraud
6100248445,9.08976E+15,61016.19319,183763.6321,8083.655134,19:12:35,5/26/2024,Online Payment,INR,4898,4361YPK99SEM,IN,Chennai,L2Z91A,Not Fraud
8733322850,2.51651E+15,24668.34739,84410.14672,2744.05247,10:26:05,7/16/2023,Online Payment,INR,5427,HQDJDJ0VQ26L,IN,Bangalore,MX8P7B,Not Fraud
9991365942,6.39401E+15,23342.30678,142171.9243,9431.496471,17:39:41,11/14/2024,Online Payment,INR,4017,VARCLKOUWHOH,IN,Delhi,2GIJ3W,Not Fraud
310459630,4.64386E+15,23943.7286,112417.3623,5405.661432,23:40:31,4/20/2023,Cash Withdrawal,INR,5589,262W43B6ZTNW,IN,Delhi,56PDRL,Not Fraud
127404587,7.11189E+15,16362.4835,68103.7951,3209.392003,8:10:47,3/4/2024,Online Payment,INR,5561,XFOKTJ8B7RV9,IN,Kolkata,GB4J4M,Fraud
7958121367,1.96804E+14,88731.63503,176814.5979,9116.530189,17:14:42,7/24/2023,Online Payment,INR,4721,1R32N2JY4XYY,IN,Kolkata,ABGI75,Not Fraud
8816423496,5.89934E+15,75726.03888,122226.3186,7486.981855,19:57:14,5/7/2024,Refund,INR,4220,R0NRQ1MXZID8,IN,Pune,ABUB6C,Not Fraud
680173619,8.85648E+15,38088.00901,150501.5055,2426.825234,4:52:37,6/2/2024,Online Payment,INR,4445,E9X4HZFE9UDN,IN,Ahmedabad,0MZ34X,Not Fraud
4573043609,5.87263E+15,65731.86638,73585.34514,8092.264126,20:38:16,7/19/2023,Cash Withdrawal,INR,5134,U1R4RU5PER5O,IN,Chennai,NLBWPS,Not Fraud
6946324017,7.7393E+15,57504.03977,63114.83881,9165.077444,4:55:59,7/9/2024,Cash Withdrawal,INR,4231,QW8KQXU1SDW4,IN,Bangalore,O7Q7JM,Not Fraud
5416207178,6.83455E+14,20765.7406,108190.1914,3349.432469,8:59:11,12/23/2024,Purchase,INR,5243,9YSYS5FXES7K,IN,Hyderabad,183IC5,Not Fraud
7831708217,9.55963E+15,54010.96139,108284.0536,9934.866415,1:01:56,8/18/2023,Refund,INR,4671,K5U313SQRZ5Z,IN,Hyderabad,H8MEC1,Not Fraud
5581067036,2.502E+15,92428.69168,78225.05967,7699.686498,2:35:44,3/7/2023,Online Payment,INR,5366,MM99IV2D0T0N,IN,Pune,4AFCE2,Not Fraud
3469777089,2.22798E+15,71198.2224,150317.4606,7814.794321,22:26:39,6/30/2023,Online Payment,INR,5065,NG5W88L8Y70Z,IN,Hyderabad,GXOQE1,Not Fraud
2460808171,5.12305E+15,61285.23651,165312.8512,3484.893734,19:24:55,7/2/2024,Online Payment,INR,4592,Z0Y9E7WD2ETE,IN,Mumbai,PFPG84,Not Fraud
8016863428,1.1629E+15,67340.9461,164213.1114,8874.658479,1:58:23,1/7/2023,Online Payment,INR,4639,LKB1OJBYUGZY,IN,Mumbai,CSDOF5,Not Fraud
5712114564,5.669E+14,51595.29154,136442.272,1849.707984,17:02:31,3/7/2024,Purchase,INR,4655,OHDRMLVDP6NK,IN,Bangalore,D2OQ1E,Not Fraud
2391721593,7.46012E+15,27417.95045,159397.5811,2729.04565,8:50:27,2/22/2024,Refund,INR,5429,WNHM3R483HQ6,IN,Mumbai,GNMHFB,Not Fraud
3137048496,6.13662E+15,41907.25749,126533.3966,2981.038856,11:10:27,10/29/2023,Online Payment,INR,5682,RQMRTQIJSVFT,IN,Chennai,200OAY,Not Fraud
692083669,8.14112E+15,70058.72709,196736.6391,9337.980084,8:59:01,12/25/2024,Refund,INR,4049,OBBM5C2VPX27,IN,Ahmedabad,UPZDAB,Not Fraud
3889476841,9.7952E+15,89630.63834,143445.8247,3246.586879,5:54:22,1/27/2023,Purchase,INR,5911,LAPWOW9KFMQ6,IN,Ahmedabad,UURV3Z,Not Fraud
8478404068,9.81556E+15,26295.7456,92325.07403,4747.277258,11:17:02,4/16/2023,Online Payment,INR,4446,AQK3Z03FOHMT,IN,Chennai,GLE0BA,Not Fraud
4489117002,3.24137E+15,71832.66891,56898.81755,3329.127624,23:44:21,1/14/2024,Online Payment,INR,4026,9EERRQR0ME7S,IN,Mumbai,ZPHED3,Not Fraud
8299154878,9.42762E+14,59396.80316,92027.19087,5614.966172,14:08:35,6/14/2023,Refund,INR,5390,KMPZZYB9HJAP,IN,Mumbai,E8M89N,Not Fraud
1081849450,4.96351E+15,58420.94925,190181.8816,5046.398137,8:05:08,4/22/2023,Purchase,INR,4877,I1IPG9QLLBB8,IN,Chennai,M4DXZJ,Not Fraud
7164411282,3.74738E+15,74434.00387,92081.57744,4802.995888,1:44:44,2/9/2024,Refund,INR,4127,IOZ9XSZ8SRCT,IN,Hyderabad,HQWM25,Not Fraud
3098385764,7.16994E+15,51887.90234,92493.95989,9643.421585,14:28:06,8/20/2023,Cash Withdrawal,INR,4868,6KRCPD22NF8E,IN,Kolkata,ZKHWLL,Not Fraud
7586353210,7.08418E+15,75249.30284,185439.2491,3028.429754,1:52:48,3/4/2023,Purchase,INR,5635,TNLLDGHAI8U5,IN,Delhi,7T9SVH,Not Fraud
6805955899,3.0507E+15,61754.40273,94452.99771,4749.94687,3:56:15,9/27/2023,Online Payment,INR,4017,QCBK6YU57RL6,IN,Pune,UU4XVC,Not Fraud
3597826711,4.99562E+15,72192.72474,91463.35955,4910.312642,12:09:45,12/21/2024,Purchase,INR,5500,G114Z43NQL3W,IN,Hyderabad,KO9XUQ,Not Fraud
5997274163,9.88244E+15,42229.51204,75580.16204,4208.766952,12:14:49,10/16/2023,Cash Withdrawal,INR,5751,OPULF5LA2BH6,IN,Chennai,2E7WFD,Not Fraud
7542946998,2.56546E+15,94211.3462,176716.7533,5063.906735,13:59:59,6/5/2024,Purchase,INR,5654,H8C8FG6KY03J,IN,Mumbai,P4D6JI,Not Fraud
5021865953,2.05515E+15,38002.47324,187688.6941,4433.727393,5:40:16,5/19/2023,Purchase,INR,4558,PSEBJITDVJ5T,IN,Hyderabad,SHR0A3,Not Fraud
9847950832,9.17093E+15,93718.68998,135236.7449,3483.860055,8:53:11,1/25/2024,Refund,INR,4853,V7CZ6J2ZRJN5,IN,Mumbai,BBLOC7,Not Fraud
245538239,9.79356E+15,27238.58532,115883.427,8571.213485,11:43:25,12/18/2024,Refund,INR,4361,1A5NVK2BYEZN,IN,Ahmedabad,VN183X,Not Fraud
8573935468,3.68106E+15,21216.15892,80957.20436,5609.24031,17:07:58,10/21/2024,Cash Withdrawal,INR,4185,6692B0ZK6A12,IN,Mumbai,QAGC6S,Not Fraud
4571906895,7.79282E+15,73503.34089,110025.7416,4824.209091,16:44:53,8/28/2023,Refund,INR,5156,PDMPU92U0KRA,IN,Ahmedabad,G4VMAP,Not Fraud
8263095416,5.80674E+15,51476.40634,82968.03244,4073.092229,5:45:56,2/7/2024,Cash Withdrawal,INR,5884,JYAXH3J62W13,IN,Ahmedabad,I1T3DR,Not Fraud
